Year, Fixed demand charge, Timed demand charge 1, Timed demand charge 2, Timed demand charge 3, Timed demand charge 4, Timed demand charge 5,  Timed demand charge 6, Meter cost,Fuel cost, Electricity cost, Electricity cost (renewable), Arbitrage, Renewable sales, REC revenue, LCFS revenue,Renewable FOM, Input FOM, Output FOM, Renewable VOM, Input VOM, Output VOM,Regulation up, Regulation down, Spinning reserve, Nonspinning reserve, Startup costs, H2 revenue,H2 sold (kg), H2 revenue adj, H2 price ($/kg), Taxes, Debts, Actual operating profit, Depreciated value, Inflation, Tax carryover, Divide by this to convert to NPV
  1.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,3.7807819E+4,5.6253511E+4,3.7807819E+4,5.6253511E+4,  0.00000000,  0.00000000,-2.000000E+4,-2.063388E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-8.468632E+6,1.0546600E+7,  1.00000000,2.9847463E+6,  1.07062034
  2.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,3.8526168E+4,5.7322328E+4,3.8526168E+4,5.7322328E+4,  0.00000000,  0.00000000,-2.038000E+4,-2.102593E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.106103E+6,2.8124267E+6,  1.01900000,3.8084935E+6,  1.14622790
  3.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,3.9258165E+4,5.8411452E+4,3.9258165E+4,5.8411452E+4,  0.00000000,  0.00000000,-2.076722E+4,-2.142542E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.108664E+6,1.6874560E+6,  1.03836100,4.3185273E+6,  1.22717490
  4.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.0004070E+4,5.9521270E+4,4.0004070E+4,5.9521270E+4,  0.00000000,  0.00000000,-2.116180E+4,-2.183250E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.111274E+6,1.0107158E+6,  1.05808986,4.6401416E+6,  1.31383841
  5.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.0764148E+4,6.0652174E+4,4.0764148E+4,6.0652174E+4,  0.00000000,  0.00000000,-2.156387E+4,-2.224732E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.113933E+6,1.0107158E+6,  1.07819357,4.9624992E+6,  1.40662212
  6.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.1538666E+4,6.1804565E+4,4.1538666E+4,6.1804565E+4,  0.00000000,  0.00000000,-2.197358E+4,-2.267002E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.116643E+6,5.0975233E+5,  1.09867924,5.1455949E+6,  1.50595824
  7.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.2327901E+4,6.2978852E+4,4.2327901E+4,6.2978852E+4,  0.00000000,  0.00000000,-2.239108E+4,-2.310075E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.119404E+6,  0.00000000,  1.11955415,5.1869865E+6,  1.61230952
  8.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.3132131E+4,6.4175450E+4,4.3132131E+4,6.4175450E+4,  0.00000000,  0.00000000,-2.281651E+4,-2.353966E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.122218E+6,  0.00000000,  1.14082568,5.2291646E+6,  1.72617136
  9.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.3951642E+4,6.5394783E+4,4.3951642E+4,6.5394783E+4,  0.00000000,  0.00000000,-2.325003E+4,-2.398692E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.125085E+6,  0.00000000,  1.16250137,5.2721441E+6,  1.84807416
 10.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.4786723E+4,6.6637284E+4,4.4786723E+4,6.6637284E+4,  0.00000000,  0.00000000,-2.369178E+4,-2.444267E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.128006E+6,  0.00000000,  1.18458889,5.3159402E+6,  1.97858578
 11.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.5637671E+4,6.7903393E+4,4.5637671E+4,6.7903393E+4,  0.00000000,  0.00000000,-2.414192E+4,-2.490708E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.130984E+6,  0.00000000,  1.20709608,5.3605685E+6,  2.11831417
 12.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.6504786E+4,6.9193557E+4,4.6504786E+4,6.9193557E+4,  0.00000000,  0.00000000,-2.460062E+4,-2.538031E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.134017E+6,  0.00000000,  1.23003091,5.4060446E+6,  2.26791023
 13.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.7388377E+4,7.0508235E+4,4.7388377E+4,7.0508235E+4,  0.00000000,  0.00000000,-2.506803E+4,-2.586254E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.137109E+6,  0.00000000,  1.25340149,5.4523848E+6,  2.42807081
 14.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.8288756E+4,7.1847891E+4,4.8288756E+4,7.1847891E+4,  0.00000000,  0.00000000,-2.554432E+4,-2.635393E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.140259E+6,  0.00000000,  1.27721612,5.4996055E+6,  2.59954198
 15.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,4.9206243E+4,7.3213001E+4,4.9206243E+4,7.3213001E+4,  0.00000000,  0.00000000,-2.602966E+4,-2.685465E+5,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,-9.713120E+5,-1.143469E+6,  0.00000000,  1.30148323,5.5477234E+6,  2.78312251

