"Table Device_table(param_vals,devices)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
input_capacity_MW,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
output_capacity_MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storage_capacity_hours,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,2.916666667,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333
storage_set_final,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storage_init,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
storage_final,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
input_LSL_fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
output_LSL_fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
input_efficiency,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
output_efficiency,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
input_heat_rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
output_heat_rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
input_startup_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
output_startup_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
input_cap_cost,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8.44E+06,8.44E+06,8.44E+06,8.44E+06,8.44E+06,8.44E+06,8.44E+06,8.44E+06,8441666.667,8441666.667,8.44E+06,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8.44E+06,8441666.667,8441666.667,8.44E+06,8.44E+06,8441666.667,8441666.667,8441666.667,8441666.667,8.44E+06,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8441666.667,8.44E+06,8441666.667,8.44E+06,8.44E+06,8441666.667,8441666.667,8441666.667,8441666.667,8.44E+06,8441666.667,8.44E+06,11475000,11475000,11475000,11475000,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,11475000,1.15E+07,1.15E+07,11475000,11475000,11475000,1.15E+07,1.15E+07,11475000,1.15E+07,11475000,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07,1.15E+07
input_cap_alt_cost,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,5833333.333,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667,8191666.667
output_cap_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2stor_cap_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2comp_cap_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
input_FOM_cost,69319.66158,41239.18072,42756.91174,31156.30809,50816.61101,59919.83811,43798.68455,41861.5066,58096.03367,69667.50419,53546.35063,36398.16633,41892.74574,55026.52448,52030.37462,47447.69743,74601.88501,54781.17434,71169.44013,81269.86285,42018.75532,15530.41782,15530.41782,22450.41483,27722.10821,23141.18602,21802.11483,12691.8677,35305.84928,45860.46809,100307.9803,66674.44315,115483.4653,115483.4653,74411.57193,107011.1987,76557.03425,84644.53285,97425.41456,16756.46649,22341.95532,20791.58115,36818.66627,48252.54415,24139.78564,17889.49973,12190.98838,24139.78564,30411.48264,23897.59452,17156.95935,71162.0691,71162.0691,49813.44837,55851.37829,44152.49419,66228.74129,47618.98622,74073.97857,68602.91626,68489.89374,61614.12294,65383.17837,77331.97563,83641.58081,55537.58284,76615.58132,71692.78355,59743.9863,75214.03184,45465.94226,81092.95803,66368.79093,42497.45134,132737.5819,176983.4425,154860.5122,110614.6516,176983.4425,132737.5819,176983.4425,199106.3728,132737.5819,176983.4425,154860.5122,199106.3728,176983.4425,176983.4425,132737.5819,132737.5819,191238.531,127492.354,148741.0797,148741.0797,148741.0797,106243.6283,106243.6283,169989.8053,148741.0797,127492.354,112659.3764,106243.6283,148741.0797,148741.0797,127492.354,127492.354,127492.354,148741.0797,127492.354,169989.8053,60710.64477,142218.8377,79010.4654,126416.7446,126416.7446,110614.6516,52757.29898
input_FOM_alt_cost,206566.0758,115388.5159,117411.3341,82929.17821,134839.5455,159622.8205,113368.4128,107578.9648,156733.5803,185491.5936,143373.7611,98120.81802,115057.9043,151933.7947,135047.5062,126491.4334,197768.262,145696.976,190505.9818,219126.5752,111810.3088,41244.04179,40399.82935,65829.22998,79945.54205,64279.94005,60538.11713,36123.43757,95976.47243,128263.4078,298792.3162,204469.9776,317339.1304,312669.9286,218963.2288,318759.5226,202593.6195,245244.1815,282274.7701,48549.21839,66551.08158,59176.74228,109673.5728,143732.2273,68706.36066,54051.4671,37386.00584,68706.36066,89488.72146,71184.94058,50486.008,211973.9565,198851.1609,148381.7695,168749.7684,138052.102,207078.153,143876.3579,220647.8045,204350.882,204014.2163,178517.2018,197549.2198,227556.7985,246123.4204,167801.6645,228218.6017,200334.1586,177962.3515,214073.2513,135431.6392,226601.4612,185457.1022,125052.8503,421305.8271,547194.7593,478795.4143,309095.1704,547194.7593,358726.4017,469179.9386,643750.8301,423985.0105,561741.1029,478795.4143,635977.5157,494552.2726,479180.2895,423638.1145,410396.0694,554083.4764,410306.8366,474989.2386,474714.0158,430953.8149,307824.1535,307824.1535,547075.7821,430953.8149,339555.436,331511.0833,291948.8132,396148.0087,389283.4913,369388.9842,375158.5508,369388.9842,475102.7353,375158.5508,547075.7821,192080.3694,454161.1342,210303.2538,391824.9832,395683.6841,351088.1893,141759.0051
output_FOM_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
input_VOM_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
output_VOM_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
input_lifetime,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
output_lifetime,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
H2stor_lifetime,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
H2comp_lifetime,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
interest_rate,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
H2stor_interest_rate,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
H2comp_interest_rate,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
H2_use,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2_price_adj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2_consumed_adj,0.316300069,0.247133525,0.255444795,0.179790731,0.289446641,0.319888193,0.255850209,0.254401766,0.341123574,0.403060208,0.308979978,0.241821919,0.254903459,0.330704485,0.312290863,0.281938369,0.443336942,0.319181114,0.419733962,0.490296265,0.24174084,0.091791527,0.088709873,0.145221105,0.173326014,0.139931473,0.135304392,0.078766003,0.204409361,0.295352973,0.485968491,0.337420185,0.526941812,0.526941812,0.339534049,0.508885292,0.370900763,0.402521964,0.453609568,0.10922459,0.145632786,0.131539339,0.239997121,0.314527191,0.15272198,0.121338566,0.082687446,0.154207074,0.198232827,0.155772994,0.114224438,0.463859598,0.463859598,0.324701719,0.371836999,0.306755298,0.460132948,0.334641615,0.493156064,0.447178132,0.446441411,0.417908238,0.435296058,0.504077236,0.534309777,0.369747869,0.499407524,0.467318983,0.389432486,0.475846639,0.296363132,0.6226376,0.363988842,0.241616298,0.727977685,0.970636913,0.849307299,0.606648071,0.970636913,0.727977685,0.970636913,1.091966527,0.727977685,0.970636913,0.849307299,1.091966527,0.970636913,0.970636913,0.727977685,0.727977685,1.166069745,0.724848894,0.841012063,0.845657043,0.841012063,0.604040745,0.600722902,1.088130997,0.845657043,0.724848894,0.65397075,0.604040745,0.845657043,0.845657043,0.724848894,0.724848894,0.724848894,0.845657043,0.724848894,0.966465192,0.960615062,1.091966527,0.614528023,0.970636913,0.970636913,0.849307299,0.419927126
energy_only,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
baseload_operation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
active_devices,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
